id,seller,buyer,energy,amount,certification_year,created_at,updated_at,case_id,buyer_eid,seller_paied,buyer_paied,DT_RowIndex
2221,101,傳閔工程股份有限公司,太陽能,10,2021,2021-07-08,"2022-06-24 06:30:45",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,61
2005,101,精誠資訊股份有限公司,太陽能,20,2020,2021-04-26,"2022-06-24 06:30:44",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,69
5105,101,國泰世華商業銀行股份有限公司,太陽能,55,2022,2022-09-30,"2022-09-30 06:31:05",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,36
4041,101,台新國際商業銀行,太陽能,13,2022,2022-08-06,"2022-08-06 06:30:44",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,60
3563,101,台新國際商業銀行,太陽能,103,2021,2022-04-25,"2022-06-24 06:30:48",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,86
14187,101,國泰世華商業銀行股份有限公司,太陽能,18,2022,2023-07-20,"2023-07-20 06:30:43",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,75
14188,101,國泰世華商業銀行股份有限公司,太陽能,32,2023,2023-07-20,"2023-07-20 06:30:44",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,76
6567,101,國泰世華商業銀行股份有限公司,太陽能,50,2022,2023-02-02,"2023-02-02 06:31:15",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,177
31102,101,國泰世華商業銀行股份有限公司,太陽能,34,2023,2024-03-16,"2024-03-16 06:41:30",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,3
24387,101,國泰世華商業銀行股份有限公司,太陽能,54,2023,2024-01-24,"2024-01-24 06:30:57",衛生福利部嘉南療養院<br/>衛生福利部嘉南療養院,,1,1,21
